text,label_india_relevance,label_sector,label_attack_type
"In 2024 in USA, a Phishing attack targeted IT by Hacker Group via Social Engineering causing $58.57M loss affecting 630793 users (resolved in 64 hours)",0,Other,Phishing
"In 2015 in France, a SQL Injection attack targeted Education by Unknown via Zero-day causing $65.83M loss affecting 691903 users (resolved in 54 hours)",0,Other,Other
"In 2019 in UK, a Phishing attack targeted Government by Hacker Group via Weak Passwords causing $79.79M loss affecting 133632 users (resolved in 8 hours)",0,Govt,Phishing
"In 2017 in Australia, a Phishing attack targeted Banking by Insider via Weak Passwords causing $90.5M loss affecting 42278 users (resolved in 45 hours)",0,BFSI,Phishing
"In 2016 in Germany, a Phishing attack targeted IT by Unknown via Zero-day causing $2.1M loss affecting 176471 users (resolved in 9 hours)",0,Other,Phishing
"In 2015 in India, a SQL Injection attack targeted Telecommunications by Hacker Group via Social Engineering causing $63.72M loss affecting 916516 users (resolved in 68 hours)",1,Telecom,Other
"In 2023 in Japan, a SQL Injection attack targeted Government by Hacker Group via Social Engineering causing $87.8M loss affecting 510002 users (resolved in 62 hours)",0,Govt,Other
"In 2015 in UK, a Malware attack targeted IT by Nation-state via Unpatched Software causing $82.45M loss affecting 435994 users (resolved in 51 hours)",0,Other,Malware
"In 2016 in India, a Ransomware attack targeted IT by Hacker Group via Unpatched Software causing $66.19M loss affecting 537670 users (resolved in 55 hours)",1,Other,Ransomware
"In 2022 in Russia, a Malware attack targeted Banking by Hacker Group via Social Engineering causing $39.62M loss affecting 850339 users (resolved in 50 hours)",0,BFSI,Malware
"In 2021 in Japan, a DDoS attack targeted Government by Unknown via Zero-day causing $35.46M loss affecting 937562 users (resolved in 10 hours)",0,Govt,Other
"In 2020 in France, a Malware attack targeted Government by Nation-state via Unpatched Software causing $10.62M loss affecting 405267 users (resolved in 5 hours)",0,Govt,Malware
"In 2022 in China, a DDoS attack targeted Government by Unknown via Zero-day causing $80.76M loss affecting 346279 users (resolved in 59 hours)",0,Govt,Other
"In 2016 in Brazil, a DDoS attack targeted Telecommunications by Nation-state via Zero-day causing $10.45M loss affecting 889928 users (resolved in 63 hours)",0,Telecom,Other
"In 2018 in France, a SQL Injection attack targeted Healthcare by Unknown via Unpatched Software causing $0.95M loss affecting 376206 users (resolved in 44 hours)",0,Other,Other
"In 2018 in India, a Ransomware attack targeted IT by Unknown via Unpatched Software causing $27.14M loss affecting 227433 users (resolved in 13 hours)",1,Other,Ransomware
"In 2023 in Germany, a Ransomware attack targeted Healthcare by Nation-state via Weak Passwords causing $54.79M loss affecting 393779 users (resolved in 39 hours)",0,Other,Ransomware
"In 2022 in Russia, a Ransomware attack targeted IT by Insider via Unpatched Software causing $41.08M loss affecting 529025 users (resolved in 42 hours)",0,Other,Ransomware
"In 2024 in Brazil, a Man-in-the-Middle attack targeted Education by Unknown via Weak Passwords causing $8.94M loss affecting 451311 users (resolved in 14 hours)",0,Other,Exploit
"In 2017 in India, a Ransomware attack targeted Education by Unknown via Social Engineering causing $98.11M loss affecting 677198 users (resolved in 28 hours)",1,Other,Ransomware
"In 2024 in Russia, a Man-in-the-Middle attack targeted Healthcare by Nation-state via Unpatched Software causing $9.4M loss affecting 480988 users (resolved in 59 hours)",0,Other,Exploit
"In 2015 in Australia, a Ransomware attack targeted Telecommunications by Nation-state via Unpatched Software causing $46.39M loss affecting 605536 users (resolved in 61 hours)",0,Telecom,Ransomware
"In 2018 in Brazil, a Ransomware attack targeted Banking by Nation-state via Social Engineering causing $30.61M loss affecting 910960 users (resolved in 31 hours)",0,BFSI,Ransomware
"In 2018 in China, a Ransomware attack targeted Banking by Nation-state via Weak Passwords causing $43.98M loss affecting 386308 users (resolved in 3 hours)",0,BFSI,Ransomware
"In 2017 in Australia, a Man-in-the-Middle attack targeted Banking by Unknown via Social Engineering causing $54.38M loss affecting 100855 users (resolved in 2 hours)",0,BFSI,Exploit
"In 2023 in China, a Malware attack targeted Education by Insider via Social Engineering causing $23.74M loss affecting 317922 users (resolved in 18 hours)",0,Other,Malware
"In 2018 in USA, a DDoS attack targeted IT by Unknown via Weak Passwords causing $82.13M loss affecting 220618 users (resolved in 59 hours)",0,Other,Other
"In 2015 in India, a Ransomware attack targeted Telecommunications by Hacker Group via Unpatched Software causing $24.7M loss affecting 825941 users (resolved in 54 hours)",1,Telecom,Ransomware
"In 2022 in China, a Malware attack targeted Education by Unknown via Social Engineering causing $60.9M loss affecting 331234 users (resolved in 3 hours)",0,Other,Malware
"In 2020 in China, a Man-in-the-Middle attack targeted Telecommunications by Hacker Group via Unpatched Software causing $14.61M loss affecting 855055 users (resolved in 59 hours)",0,Telecom,Exploit
"In 2022 in Japan, a DDoS attack targeted Telecommunications by Unknown via Unpatched Software causing $34.31M loss affecting 305329 users (resolved in 40 hours)",0,Telecom,Other
"In 2020 in Japan, a Phishing attack targeted Government by Nation-state via Social Engineering causing $32.39M loss affecting 442923 users (resolved in 57 hours)",0,Govt,Phishing
"In 2015 in UK, a Ransomware attack targeted Banking by Unknown via Social Engineering causing $79.3M loss affecting 893277 users (resolved in 15 hours)",0,BFSI,Ransomware
"In 2020 in China, a Malware attack targeted Healthcare by Insider via Weak Passwords causing $30.86M loss affecting 240532 users (resolved in 64 hours)",0,Other,Malware
"In 2016 in USA, a DDoS attack targeted Healthcare by Nation-state via Weak Passwords causing $93.14M loss affecting 947960 users (resolved in 55 hours)",0,Other,Other
"In 2018 in Brazil, a Malware attack targeted Healthcare by Insider via Zero-day causing $52.87M loss affecting 437283 users (resolved in 30 hours)",0,Other,Malware
"In 2019 in China, a Malware attack targeted Healthcare by Insider via Weak Passwords causing $29.61M loss affecting 761390 users (resolved in 7 hours)",0,Other,Malware
"In 2019 in France, a Phishing attack targeted Retail by Insider via Weak Passwords causing $25.75M loss affecting 998507 users (resolved in 15 hours)",0,Other,Phishing
"In 2017 in India, a DDoS attack targeted Retail by Hacker Group via Unpatched Software causing $82.17M loss affecting 593329 users (resolved in 62 hours)",1,Other,Other
"In 2019 in UK, a Phishing attack targeted Banking by Insider via Zero-day causing $60.07M loss affecting 197590 users (resolved in 62 hours)",0,BFSI,Phishing
"In 2017 in Japan, a Ransomware attack targeted Banking by Hacker Group via Social Engineering causing $50.75M loss affecting 53111 users (resolved in 15 hours)",0,BFSI,Ransomware
"In 2017 in Australia, a Phishing attack targeted Retail by Hacker Group via Unpatched Software causing $14.88M loss affecting 69641 users (resolved in 54 hours)",0,Other,Phishing
"In 2022 in Germany, a DDoS attack targeted IT by Insider via Weak Passwords causing $73.98M loss affecting 953770 users (resolved in 54 hours)",0,Other,Other
"In 2023 in Japan, a SQL Injection attack targeted Retail by Nation-state via Weak Passwords causing $42.33M loss affecting 643549 users (resolved in 20 hours)",0,Other,Other
"In 2022 in Brazil, a Man-in-the-Middle attack targeted Education by Insider via Zero-day causing $77.98M loss affecting 899279 users (resolved in 39 hours)",0,Other,Exploit
"In 2016 in India, a Ransomware attack targeted Education by Unknown via Social Engineering causing $8.55M loss affecting 857887 users (resolved in 44 hours)",1,Other,Ransomware
"In 2016 in Russia, a Phishing attack targeted Government by Unknown via Zero-day causing $30.57M loss affecting 503775 users (resolved in 71 hours)",0,Govt,Phishing
"In 2015 in Japan, a SQL Injection attack targeted IT by Unknown via Weak Passwords causing $36.98M loss affecting 452892 users (resolved in 17 hours)",0,Other,Other
"In 2018 in Russia, a Ransomware attack targeted Healthcare by Unknown via Unpatched Software causing $24.06M loss affecting 327566 users (resolved in 6 hours)",0,Other,Ransomware
"In 2018 in Australia, a Ransomware attack targeted Education by Insider via Zero-day causing $50.66M loss affecting 851204 users (resolved in 3 hours)",0,Other,Ransomware
"In 2017 in UK, a Man-in-the-Middle attack targeted Government by Hacker Group via Unpatched Software causing $79.27M loss affecting 923309 users (resolved in 29 hours)",0,Govt,Exploit
"In 2023 in Brazil, a Phishing attack targeted Banking by Nation-state via Zero-day causing $71.86M loss affecting 151590 users (resolved in 30 hours)",0,BFSI,Phishing
"In 2022 in UK, a DDoS attack targeted Education by Nation-state via Unpatched Software causing $21.01M loss affecting 452432 users (resolved in 8 hours)",0,Other,Other
"In 2015 in Japan, a Ransomware attack targeted Retail by Nation-state via Weak Passwords causing $95.38M loss affecting 769596 users (resolved in 65 hours)",0,Other,Ransomware
"In 2022 in Germany, a Phishing attack targeted Banking by Unknown via Weak Passwords causing $14.79M loss affecting 407151 users (resolved in 37 hours)",0,BFSI,Phishing
"In 2023 in Brazil, a DDoS attack targeted IT by Nation-state via Social Engineering causing $45.97M loss affecting 312555 users (resolved in 67 hours)",0,Other,Other
"In 2019 in Brazil, a Man-in-the-Middle attack targeted Government by Unknown via Weak Passwords causing $76.39M loss affecting 311908 users (resolved in 68 hours)",0,Govt,Exploit
"In 2018 in China, a Malware attack targeted Banking by Insider via Zero-day causing $68.55M loss affecting 59979 users (resolved in 41 hours)",0,BFSI,Malware
"In 2019 in Japan, a Malware attack targeted IT by Unknown via Zero-day causing $9.86M loss affecting 233545 users (resolved in 55 hours)",0,Other,Malware
"In 2020 in France, a Man-in-the-Middle attack targeted Retail by Hacker Group via Zero-day causing $89.85M loss affecting 722081 users (resolved in 33 hours)",0,Other,Exploit
"In 2024 in Russia, a SQL Injection attack targeted Healthcare by Nation-state via Unpatched Software causing $76.99M loss affecting 873037 users (resolved in 31 hours)",0,Other,Other
"In 2022 in India, a Malware attack targeted IT by Nation-state via Social Engineering causing $12.08M loss affecting 482213 users (resolved in 3 hours)",1,Other,Malware
"In 2020 in India, a Phishing attack targeted Education by Hacker Group via Zero-day causing $39.72M loss affecting 512850 users (resolved in 15 hours)",1,Other,Phishing
"In 2023 in China, a Man-in-the-Middle attack targeted Telecommunications by Hacker Group via Zero-day causing $37.73M loss affecting 849834 users (resolved in 56 hours)",0,Telecom,Exploit
"In 2022 in Brazil, a Malware attack targeted Retail by Insider via Unpatched Software causing $78.03M loss affecting 660707 users (resolved in 11 hours)",0,Other,Malware
"In 2021 in USA, a Ransomware attack targeted Education by Unknown via Social Engineering causing $6.77M loss affecting 697935 users (resolved in 16 hours)",0,Other,Ransomware
"In 2019 in Russia, a Malware attack targeted IT by Nation-state via Zero-day causing $71.92M loss affecting 500655 users (resolved in 8 hours)",0,Other,Malware
"In 2020 in USA, a Ransomware attack targeted IT by Nation-state via Zero-day causing $95.79M loss affecting 239343 users (resolved in 63 hours)",0,Other,Ransomware
"In 2023 in China, a Phishing attack targeted Retail by Unknown via Zero-day causing $90.04M loss affecting 143728 users (resolved in 57 hours)",0,Other,Phishing
"In 2020 in USA, a Phishing attack targeted Retail by Insider via Weak Passwords causing $99.64M loss affecting 464717 users (resolved in 27 hours)",0,Other,Phishing
"In 2018 in Russia, a SQL Injection attack targeted Education by Nation-state via Weak Passwords causing $1.25M loss affecting 351063 users (resolved in 56 hours)",0,Other,Other
"In 2015 in Australia, a DDoS attack targeted Government by Nation-state via Zero-day causing $13.96M loss affecting 479025 users (resolved in 54 hours)",0,Govt,Other
"In 2021 in Germany, a DDoS attack targeted Banking by Nation-state via Zero-day causing $1.62M loss affecting 823004 users (resolved in 22 hours)",0,BFSI,Other
"In 2021 in Russia, a DDoS attack targeted Education by Hacker Group via Weak Passwords causing $18.47M loss affecting 394957 users (resolved in 27 hours)",0,Other,Other
"In 2019 in France, a Phishing attack targeted Telecommunications by Unknown via Social Engineering causing $28.88M loss affecting 96640 users (resolved in 60 hours)",0,Telecom,Phishing
"In 2024 in Russia, a DDoS attack targeted Education by Insider via Weak Passwords causing $19.5M loss affecting 325634 users (resolved in 5 hours)",0,Other,Other
"In 2023 in France, a SQL Injection attack targeted Government by Hacker Group via Zero-day causing $29.63M loss affecting 662667 users (resolved in 30 hours)",0,Govt,Other
"In 2024 in USA, a Phishing attack targeted IT by Unknown via Zero-day causing $57.24M loss affecting 107681 users (resolved in 18 hours)",0,Other,Phishing
"In 2017 in Russia, a Phishing attack targeted Banking by Insider via Zero-day causing $3.2M loss affecting 982243 users (resolved in 6 hours)",0,BFSI,Phishing
"In 2022 in Japan, a SQL Injection attack targeted Government by Unknown via Social Engineering causing $79.19M loss affecting 950425 users (resolved in 54 hours)",0,Govt,Other
"In 2017 in Brazil, a Ransomware attack targeted Education by Insider via Social Engineering causing $80.5M loss affecting 279808 users (resolved in 60 hours)",0,Other,Ransomware
"In 2024 in India, a SQL Injection attack targeted Telecommunications by Unknown via Zero-day causing $71.2M loss affecting 190099 users (resolved in 15 hours)",1,Telecom,Other
"In 2019 in Brazil, a Malware attack targeted Government by Nation-state via Social Engineering causing $12.04M loss affecting 713035 users (resolved in 59 hours)",0,Govt,Malware
"In 2016 in Australia, a Malware attack targeted Retail by Nation-state via Weak Passwords causing $29.05M loss affecting 817347 users (resolved in 68 hours)",0,Other,Malware
"In 2023 in Germany, a Ransomware attack targeted Healthcare by Unknown via Weak Passwords causing $28.18M loss affecting 707214 users (resolved in 11 hours)",0,Other,Ransomware
"In 2016 in UK, a DDoS attack targeted Retail by Hacker Group via Zero-day causing $39.26M loss affecting 668780 users (resolved in 33 hours)",0,Other,Other
"In 2015 in Russia, a DDoS attack targeted Telecommunications by Unknown via Social Engineering causing $57.21M loss affecting 609196 users (resolved in 4 hours)",0,Telecom,Other
"In 2021 in USA, a Man-in-the-Middle attack targeted Telecommunications by Nation-state via Unpatched Software causing $83.88M loss affecting 980367 users (resolved in 3 hours)",0,Telecom,Exploit
"In 2022 in Russia, a Man-in-the-Middle attack targeted IT by Nation-state via Unpatched Software causing $84.1M loss affecting 919858 users (resolved in 47 hours)",0,Other,Exploit
"In 2017 in France, a DDoS attack targeted Healthcare by Hacker Group via Weak Passwords causing $39.49M loss affecting 195459 users (resolved in 14 hours)",0,Other,Other
"In 2015 in Russia, a Man-in-the-Middle attack targeted Government by Unknown via Weak Passwords causing $46.76M loss affecting 713342 users (resolved in 36 hours)",0,Govt,Exploit
"In 2019 in UK, a DDoS attack targeted Banking by Nation-state via Unpatched Software causing $80.68M loss affecting 19007 users (resolved in 29 hours)",0,BFSI,Other
"In 2022 in China, a Ransomware attack targeted Government by Insider via Zero-day causing $86.56M loss affecting 963091 users (resolved in 37 hours)",0,Govt,Ransomware
"In 2017 in UK, a Malware attack targeted Government by Hacker Group via Social Engineering causing $66.25M loss affecting 726887 users (resolved in 13 hours)",0,Govt,Malware
"In 2021 in Russia, a DDoS attack targeted IT by Unknown via Social Engineering causing $78.76M loss affecting 130413 users (resolved in 66 hours)",0,Other,Other
"In 2017 in Germany, a Malware attack targeted Banking by Hacker Group via Zero-day causing $97.68M loss affecting 906914 users (resolved in 15 hours)",0,BFSI,Malware
"In 2020 in China, a Ransomware attack targeted IT by Nation-state via Zero-day causing $14.94M loss affecting 557218 users (resolved in 70 hours)",0,Other,Ransomware
"In 2018 in Russia, a SQL Injection attack targeted Banking by Unknown via Weak Passwords causing $59.29M loss affecting 380543 users (resolved in 26 hours)",0,BFSI,Other
"In 2022 in UK, a Malware attack targeted Retail by Insider via Social Engineering causing $39.55M loss affecting 337363 users (resolved in 2 hours)",0,Other,Malware
"In 2018 in China, a DDoS attack targeted IT by Nation-state via Social Engineering causing $14.04M loss affecting 803086 users (resolved in 23 hours)",0,Other,Other
"In 2024 in China, a Man-in-the-Middle attack targeted IT by Hacker Group via Zero-day causing $63.79M loss affecting 195858 users (resolved in 1 hours)",0,Other,Exploit
"In 2019 in India, a Malware attack targeted Banking by Insider via Weak Passwords causing $37.03M loss affecting 358371 users (resolved in 30 hours)",1,BFSI,Malware
"In 2019 in Australia, a Phishing attack targeted Retail by Insider via Zero-day causing $9.12M loss affecting 212267 users (resolved in 14 hours)",0,Other,Phishing
"In 2021 in France, a Man-in-the-Middle attack targeted Healthcare by Nation-state via Zero-day causing $52.04M loss affecting 757744 users (resolved in 43 hours)",0,Other,Exploit
"In 2017 in Japan, a Ransomware attack targeted Retail by Insider via Unpatched Software causing $59.13M loss affecting 747705 users (resolved in 47 hours)",0,Other,Ransomware
"In 2024 in USA, a Phishing attack targeted Telecommunications by Hacker Group via Weak Passwords causing $64.67M loss affecting 996651 users (resolved in 69 hours)",0,Telecom,Phishing
"In 2015 in UK, a Ransomware attack targeted Government by Insider via Social Engineering causing $52.78M loss affecting 281905 users (resolved in 32 hours)",0,Govt,Ransomware
"In 2019 in Brazil, a Man-in-the-Middle attack targeted Healthcare by Unknown via Social Engineering causing $7.44M loss affecting 739981 users (resolved in 54 hours)",0,Other,Exploit
"In 2016 in France, a SQL Injection attack targeted Telecommunications by Hacker Group via Social Engineering causing $47.19M loss affecting 554448 users (resolved in 31 hours)",0,Telecom,Other
"In 2016 in USA, a Ransomware attack targeted Healthcare by Insider via Unpatched Software causing $99.19M loss affecting 745103 users (resolved in 8 hours)",0,Other,Ransomware
"In 2015 in India, a DDoS attack targeted Healthcare by Insider via Unpatched Software causing $10.94M loss affecting 600279 users (resolved in 16 hours)",1,Other,Other
"In 2016 in Russia, a Man-in-the-Middle attack targeted IT by Unknown via Unpatched Software causing $48.86M loss affecting 973654 users (resolved in 23 hours)",0,Other,Exploit
"In 2016 in China, a DDoS attack targeted Telecommunications by Hacker Group via Social Engineering causing $80.48M loss affecting 78123 users (resolved in 50 hours)",0,Telecom,Other
"In 2015 in UK, a Man-in-the-Middle attack targeted Government by Insider via Zero-day causing $69.96M loss affecting 675955 users (resolved in 60 hours)",0,Govt,Exploit
"In 2016 in China, a DDoS attack targeted IT by Insider via Unpatched Software causing $18.96M loss affecting 122866 users (resolved in 46 hours)",0,Other,Other
"In 2018 in Russia, a Ransomware attack targeted Education by Nation-state via Social Engineering causing $66.33M loss affecting 177570 users (resolved in 72 hours)",0,Other,Ransomware
"In 2024 in France, a Man-in-the-Middle attack targeted Retail by Unknown via Unpatched Software causing $60.4M loss affecting 774913 users (resolved in 43 hours)",0,Other,Exploit
"In 2024 in China, a Phishing attack targeted IT by Unknown via Zero-day causing $24.92M loss affecting 852327 users (resolved in 44 hours)",0,Other,Phishing
"In 2019 in Australia, a DDoS attack targeted IT by Hacker Group via Zero-day causing $32.06M loss affecting 775033 users (resolved in 8 hours)",0,Other,Other
"In 2022 in China, a Phishing attack targeted Telecommunications by Insider via Zero-day causing $71.77M loss affecting 823093 users (resolved in 36 hours)",0,Telecom,Phishing
"In 2018 in France, a Phishing attack targeted Government by Insider via Social Engineering causing $70.59M loss affecting 947445 users (resolved in 59 hours)",0,Govt,Phishing
"In 2018 in Japan, a DDoS attack targeted IT by Unknown via Unpatched Software causing $75.34M loss affecting 972713 users (resolved in 71 hours)",0,Other,Other
"In 2023 in France, a Malware attack targeted Banking by Unknown via Zero-day causing $9.99M loss affecting 116840 users (resolved in 51 hours)",0,BFSI,Malware
"In 2021 in USA, a Ransomware attack targeted Telecommunications by Unknown via Zero-day causing $91.94M loss affecting 710953 users (resolved in 9 hours)",0,Telecom,Ransomware
"In 2015 in Russia, a DDoS attack targeted IT by Nation-state via Social Engineering causing $66.09M loss affecting 467190 users (resolved in 25 hours)",0,Other,Other
"In 2024 in Germany, a Phishing attack targeted Healthcare by Unknown via Unpatched Software causing $66.73M loss affecting 540773 users (resolved in 15 hours)",0,Other,Phishing
"In 2018 in Australia, a SQL Injection attack targeted Banking by Unknown via Social Engineering causing $40.11M loss affecting 874040 users (resolved in 6 hours)",0,BFSI,Other
"In 2022 in Australia, a SQL Injection attack targeted Healthcare by Nation-state via Weak Passwords causing $60.71M loss affecting 8498 users (resolved in 17 hours)",0,Other,Other
"In 2016 in USA, a DDoS attack targeted IT by Hacker Group via Social Engineering causing $18.48M loss affecting 112881 users (resolved in 32 hours)",0,Other,Other
"In 2018 in Japan, a DDoS attack targeted IT by Insider via Zero-day causing $9.9M loss affecting 942725 users (resolved in 56 hours)",0,Other,Other
"In 2024 in France, a Phishing attack targeted Education by Nation-state via Unpatched Software causing $52.03M loss affecting 168684 users (resolved in 27 hours)",0,Other,Phishing
"In 2018 in Japan, a DDoS attack targeted Telecommunications by Hacker Group via Social Engineering causing $25.06M loss affecting 559274 users (resolved in 27 hours)",0,Telecom,Other
"In 2016 in UK, a Phishing attack targeted Retail by Unknown via Unpatched Software causing $13.68M loss affecting 144856 users (resolved in 13 hours)",0,Other,Phishing
"In 2015 in Japan, a Malware attack targeted Banking by Nation-state via Unpatched Software causing $2.63M loss affecting 418914 users (resolved in 53 hours)",0,BFSI,Malware
"In 2024 in Brazil, a Phishing attack targeted Retail by Hacker Group via Weak Passwords causing $88.47M loss affecting 842945 users (resolved in 67 hours)",0,Other,Phishing
"In 2022 in UK, a DDoS attack targeted Government by Unknown via Zero-day causing $50.04M loss affecting 841198 users (resolved in 41 hours)",0,Govt,Other
"In 2024 in Germany, a Phishing attack targeted Government by Insider via Unpatched Software causing $19.52M loss affecting 50054 users (resolved in 24 hours)",0,Govt,Phishing
"In 2020 in Brazil, a DDoS attack targeted Telecommunications by Unknown via Social Engineering causing $4.52M loss affecting 52302 users (resolved in 58 hours)",0,Telecom,Other
"In 2015 in India, a Man-in-the-Middle attack targeted Banking by Nation-state via Weak Passwords causing $97.28M loss affecting 694308 users (resolved in 66 hours)",1,BFSI,Exploit
"In 2019 in China, a Malware attack targeted Telecommunications by Nation-state via Weak Passwords causing $62.67M loss affecting 520232 users (resolved in 53 hours)",0,Telecom,Malware
"In 2018 in Germany, a SQL Injection attack targeted Retail by Unknown via Zero-day causing $46.34M loss affecting 575379 users (resolved in 35 hours)",0,Other,Other
"In 2023 in Russia, a Man-in-the-Middle attack targeted IT by Hacker Group via Unpatched Software causing $26.45M loss affecting 850714 users (resolved in 6 hours)",0,Other,Exploit
"In 2023 in Germany, a SQL Injection attack targeted Healthcare by Hacker Group via Weak Passwords causing $14.12M loss affecting 403325 users (resolved in 35 hours)",0,Other,Other
"In 2022 in Brazil, a Phishing attack targeted Education by Insider via Unpatched Software causing $80.99M loss affecting 345577 users (resolved in 4 hours)",0,Other,Phishing
"In 2017 in Australia, a Man-in-the-Middle attack targeted IT by Hacker Group via Unpatched Software causing $30.51M loss affecting 428352 users (resolved in 41 hours)",0,Other,Exploit
"In 2023 in Brazil, a Phishing attack targeted Banking by Nation-state via Zero-day causing $69.45M loss affecting 852592 users (resolved in 12 hours)",0,BFSI,Phishing
"In 2019 in USA, a SQL Injection attack targeted Education by Unknown via Weak Passwords causing $78.12M loss affecting 36804 users (resolved in 30 hours)",0,Other,Other
"In 2020 in Brazil, a Phishing attack targeted Telecommunications by Hacker Group via Weak Passwords causing $92.63M loss affecting 725707 users (resolved in 9 hours)",0,Telecom,Phishing
"In 2017 in Australia, a Man-in-the-Middle attack targeted Telecommunications by Nation-state via Weak Passwords causing $35.27M loss affecting 765929 users (resolved in 16 hours)",0,Telecom,Exploit
"In 2017 in Russia, a Man-in-the-Middle attack targeted Retail by Nation-state via Social Engineering causing $17.22M loss affecting 242574 users (resolved in 59 hours)",0,Other,Exploit
"In 2021 in USA, a SQL Injection attack targeted Education by Unknown via Social Engineering causing $45.52M loss affecting 838652 users (resolved in 20 hours)",0,Other,Other
"In 2018 in Japan, a DDoS attack targeted Telecommunications by Nation-state via Weak Passwords causing $99.04M loss affecting 389405 users (resolved in 53 hours)",0,Telecom,Other
"In 2022 in Russia, a Phishing attack targeted Telecommunications by Unknown via Zero-day causing $56.44M loss affecting 359577 users (resolved in 38 hours)",0,Telecom,Phishing
"In 2022 in India, a Man-in-the-Middle attack targeted Telecommunications by Insider via Zero-day causing $73.24M loss affecting 943689 users (resolved in 32 hours)",1,Telecom,Exploit
"In 2024 in Brazil, a SQL Injection attack targeted Education by Insider via Weak Passwords causing $14.69M loss affecting 783795 users (resolved in 43 hours)",0,Other,Other
"In 2017 in Germany, a DDoS attack targeted Healthcare by Insider via Zero-day causing $72.05M loss affecting 263506 users (resolved in 49 hours)",0,Other,Other
"In 2020 in Australia, a DDoS attack targeted Telecommunications by Insider via Social Engineering causing $20.59M loss affecting 457184 users (resolved in 11 hours)",0,Telecom,Other
"In 2019 in India, a SQL Injection attack targeted Banking by Nation-state via Zero-day causing $68.44M loss affecting 186842 users (resolved in 40 hours)",1,BFSI,Other
"In 2018 in UK, a DDoS attack targeted Banking by Nation-state via Weak Passwords causing $8.81M loss affecting 198929 users (resolved in 41 hours)",0,BFSI,Other
"In 2018 in Japan, a SQL Injection attack targeted Retail by Hacker Group via Zero-day causing $51.58M loss affecting 65700 users (resolved in 28 hours)",0,Other,Other
"In 2021 in Brazil, a Phishing attack targeted Telecommunications by Hacker Group via Unpatched Software causing $83.79M loss affecting 90156 users (resolved in 65 hours)",0,Telecom,Phishing
"In 2015 in Australia, a DDoS attack targeted Telecommunications by Nation-state via Unpatched Software causing $14.55M loss affecting 470471 users (resolved in 53 hours)",0,Telecom,Other
"In 2021 in China, a Malware attack targeted Retail by Unknown via Social Engineering causing $20.52M loss affecting 33426 users (resolved in 16 hours)",0,Other,Malware
"In 2024 in Russia, a Malware attack targeted Education by Insider via Unpatched Software causing $83.29M loss affecting 143037 users (resolved in 47 hours)",0,Other,Malware
"In 2022 in Germany, a Ransomware attack targeted Telecommunications by Unknown via Zero-day causing $79.77M loss affecting 151930 users (resolved in 4 hours)",0,Telecom,Ransomware
"In 2018 in China, a Malware attack targeted Education by Nation-state via Zero-day causing $97.2M loss affecting 499651 users (resolved in 50 hours)",0,Other,Malware
"In 2017 in Brazil, a DDoS attack targeted Education by Insider via Zero-day causing $41.63M loss affecting 249211 users (resolved in 59 hours)",0,Other,Other
"In 2024 in Germany, a SQL Injection attack targeted IT by Insider via Weak Passwords causing $1.01M loss affecting 470074 users (resolved in 9 hours)",0,Other,Other
"In 2015 in Japan, a Phishing attack targeted Banking by Nation-state via Zero-day causing $87.5M loss affecting 429920 users (resolved in 37 hours)",0,BFSI,Phishing
"In 2019 in Australia, a SQL Injection attack targeted Healthcare by Unknown via Social Engineering causing $0.75M loss affecting 269314 users (resolved in 64 hours)",0,Other,Other
"In 2019 in UK, a Man-in-the-Middle attack targeted Healthcare by Nation-state via Weak Passwords causing $37.16M loss affecting 696199 users (resolved in 42 hours)",0,Other,Exploit
"In 2020 in Russia, a Phishing attack targeted Banking by Nation-state via Unpatched Software causing $98.38M loss affecting 355505 users (resolved in 35 hours)",0,BFSI,Phishing
"In 2023 in Australia, a DDoS attack targeted IT by Nation-state via Unpatched Software causing $55.94M loss affecting 890234 users (resolved in 53 hours)",0,Other,Other
"In 2019 in Brazil, a Ransomware attack targeted Telecommunications by Insider via Social Engineering causing $23.63M loss affecting 581616 users (resolved in 1 hours)",0,Telecom,Ransomware
"In 2021 in China, a SQL Injection attack targeted IT by Nation-state via Social Engineering causing $39.44M loss affecting 155768 users (resolved in 19 hours)",0,Other,Other
"In 2024 in Australia, a Malware attack targeted Telecommunications by Nation-state via Unpatched Software causing $83.69M loss affecting 824298 users (resolved in 4 hours)",0,Telecom,Malware
"In 2018 in UK, a Malware attack targeted Government by Insider via Unpatched Software causing $28.88M loss affecting 212533 users (resolved in 71 hours)",0,Govt,Malware
"In 2019 in Brazil, a Ransomware attack targeted Banking by Hacker Group via Social Engineering causing $10.1M loss affecting 47737 users (resolved in 69 hours)",0,BFSI,Ransomware
"In 2018 in Brazil, a Man-in-the-Middle attack targeted IT by Unknown via Unpatched Software causing $47.01M loss affecting 940513 users (resolved in 10 hours)",0,Other,Exploit
"In 2021 in Russia, a Man-in-the-Middle attack targeted Banking by Insider via Zero-day causing $18.66M loss affecting 292992 users (resolved in 15 hours)",0,BFSI,Exploit
"In 2024 in Germany, a Malware attack targeted Telecommunications by Nation-state via Zero-day causing $79.72M loss affecting 639779 users (resolved in 6 hours)",0,Telecom,Malware
"In 2019 in Australia, a DDoS attack targeted Banking by Hacker Group via Weak Passwords causing $29.85M loss affecting 949862 users (resolved in 25 hours)",0,BFSI,Other
